DRGDefinition,ProviderId,ProviderName,ProviderStreetAddress,ProviderCity,ProviderState,ProviderZipCode,HospitalReferralRegionDescription,TotalDischarges,AverageCoveredCharges,AverageTotalPayments,AverageMedicarePayments,AUTO_UNIQUE_ID_2018-07-03_kojoball41_418,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType,MNumber,MNumberFractional,MPreDirectional,MName,MSuffix,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,MPreQualifier,MPostQualifier,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MPreType,MPreArticle,MPostArticle,PPostArticle,PPreArticle,PPreType,PNumber,PNumberFractional,PPreDirectional,PName,PSuffix,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5,PPreQualifier,PPostQualifier,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,FNumber,FNumberFractional,FPreDirectional,FName,FSuffix,FPostDirectional,FSuiteType,FSuiteNumber,FCity,FState,FZip,FZipPlus1,FZipPlus2,FZipPlus3,FZipPlus4,FZipPlus5,FPreQualifier,FPostQualifier,FConsolidatedCity,FMinorCivilDivision,FCountySubRegion,FCounty,FArea,FAreaType,FGeometry,FSource,FVintage,FPostOfficeBoxType,FPostOfficeBoxNumber,FPrimaryIdField,FPrimaryIdValue,FSecondaryIDField,FSecondaryIDValue,FPreType,FPreArticle,FPostArticle,FGeometrySRID,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,450844,METHODIST WILLOWBROOK HOSPITAL,18220 TOMBALL PARKWAY,HOUSTON,TX,77070,TX - Houston,13,70898.53,10163.23,9123.23,879,USCGeocoder,171.8825,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,29.9667985,-95.5509017,Exact,TwoThousandTen,,40,,92845,0,26420,2021,2,5527,201,48,1,ResidenceStreetAddress,18220,,,TOMBALL,PKWY,,,,,,HOUSTON,TX,77070,,,,,,,,,,,,,,,,,,18220,,,TOMBALL,PKWY,,,,,,HOUSTON,TX,77070,,,,,,,,,,,,18220,,,TOMBALL,PKWY,,,,Houston,TX,77070,,,,,,,,,,,Harris,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,6892589,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,450847,MEMORIAL HERMANN KATY HOSPITAL,23900 KATY FREEWAY,KATY,TX,77494,TX - Houston,19,43167.36,10654.05,9060.1,880,USCGeocoder,171.8688,1,4.1,,,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,106403707.6,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,29.74327083,-95.82859727,Relaxed;Soundex,TwoThousandTen,,40,,91415,0,26420,1138,1,6731.01,157,48,4,ResidenceZIP,23900,,,KATY,FWY,,,,,,KATY,TX,77494,,,,,,,,,,,,,,,,,,23900,,,KATY,FWY,,,,,,KATY,TX,77494,,,,,,,,,,,,,,,,,,,,,TX,77494,,,,,,,,,,,,106403707.6,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,,,zcta5ce10,77494,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,450862,ST LUKE'S THE WOODLANDS HOSPITAL,17200 ST LUKE'S WAY,THE WOODLANDS,TX,77384,TX - Houston,17,41046.05,11340.94,8429.64,881,USCGeocoder,93.7481,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,30.2055678,-95.4582888,Exact,TwoThousandTen,72656,3362,,93655,0,26420,2040,2,6907,339,48,1,ResidenceStreetAddress,17200,,,SAINT LUKES,WAY,,,,,,THE WOODLANDS,TX,77384,,,,,,,,,,,,,,,,,,17200,,,SAINT LUKES,WAY,,,,,,THE WOODLANDS,TX,77384,,,,,,,,,,,,17200,,,SAINT LUKES,WAY,,,,THE WOODLANDS,TX,77384,,,,,,,,,,,Montgomery,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,7696905,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,450869,DOCTORS HOSPITAL AT RENAISSANCE,5501 SOUTH MCCOLL,EDINBURG,TX,78539,TX - McAllen,21,44182.42,14014.42,13048.71,882,USCGeocoder,218.7462,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,91.42011834,FeatureClassBased,ReturnAll,,AddressPoint,,,1,26.2528046,-98.2049947,Relaxed,TwoThousandTen,22660,4880,,91170,0,32580,2027,2,239.02,215,48,1,ResidenceStreetAddress,5501,,S,MCCOLL,,,,,,,EDINBURG,TX,78539,,,,,,,,,,,,,,,,,,5501,,S,MCCOLL,,,,,,,EDINBURG,TX,78539,,,,,,,,,,,,5501,,S,MCCOLL,RD,,,,EDINBURG,TX,,,,,,,,,,,,HIDALGO,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,6047742,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,450890,BAYLOR REGIONAL MEDICAL CENTER AT PLANO,4700 ALLIANCE BOULEVARD,PLANO,TX,75093,TX - Dallas,13,52337.07,9945.53,7466.46,883,USCGeocoder,109.4077,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroid,,,1,33.0136,-96.7882,Exact,TwoThousandTen,58016,1922,19124,93065,0,19100,3046,3,316.21,85,48,1,ResidenceStreetAddress,4700,,,ALLIANCE,BLVD,,,,,,PLANO,TX,75093,,,,,,,,,,,,,,,,,,4700,,,ALLIANCE,BLVD,,,,,,PLANO,TX,75093,,,,,,,,,,,,4700,,,ALLIANCE,BLVD,,,,PLANO,TX,75093,,,,,,,,,,,COLLIN COUNTY,0,Meters,,SOURCE_COUNTY_PARCEL_DATA,2016,,,ParcelID,446836,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,460001,UTAH VALLEY REGIONAL MEDICAL CENTER,1034 NORTH 500 WEST,PROVO,UT,84604,UT - Provo,15,22649,10398.13,9570.13,884,USCGeocoder,343.7361,1,4.1,,,0,AddressPoint,Ambiguous,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,2,40.2484209,-111.6666984,Exact,TwoThousandTen,62470,6520,,92709,0,39340,1002,1,19,49,49,1,ResidenceStreetAddress,1034,,N,500,,W,,,,,PROVO,UT,84604,,,,,,,,,,,,,,,,,,1034,,N,500,,W,,,,,PROVO,UT,84604,,,,,,,,,,,,1034,,N,500,,W,,,provo,UT,84604,,,,,,,,,,,Utah,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,267,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,460004,MCKAY DEE HOSPITAL CENTER,4401 HARRISON BOULEVARD,OGDEN,UT,84403,UT - Ogden,11,25113.36,11091,8677.9,885,USCGeocoder,109.3808,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,95.85798817,FeatureClassBased,ReturnAll,,AddressPoint,,,1,41.1829083,-111.9537684,Relaxed,TwoThousandTen,55980,7160,,92322,0,36260,1002,1,2020,57,49,1,ResidenceStreetAddress,4401,,,HARRISON,BLVD,,,,,,OGDEN,UT,84403,,,,,,,,,,,,,,,,,,4401,,,HARRISON,BLVD,,,,,,OGDEN,UT,84403,,,,,,,,,,,,4401,,S,HARRISON,BLVD,,,,OGDEN CITY,UT,84403,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,324996,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,460021,DIXIE REGIONAL MEDICAL CENTER,1380 EAST MEDICAL CENTER DRIVE,ST GEORGE,UT,84790,UT - Salt Lake City,15,18740.33,10853,9882.6,886,USCGeocoder,125.0029,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,37.0981135,-113.5536497,Exact,TwoThousandTen,65330,,,92924,0,41100,2033,2,2712,53,49,1,ResidenceStreetAddress,1380,,E,MEDICAL CENTER,DR,,,,,,ST GEORGE,UT,84790,,,,,,,,,,,,,,,,,,1380,,E,MEDICAL CENTER,DR,,,,,,ST GEORGE,UT,84790,,,,,,,,,,,,1380,,E,MEDICAL CENTER,DR,,,,ST GEORGE,UT,84790,,,,,,,,,,,Washington,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1092032,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,460047,ST MARKS HOSPITAL,1200 EAST 3900 SOUTH,SALT LAKE CITY,UT,84124,UT - Salt Lake City,12,35172.25,10290.58,8290.75,887,USCGeocoder,218.729,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5991.394136,LinearInterpolationAddressRange,StreetSegment,99.89940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,40.68696395,-111.8564666,Relaxed,TwoThousandTen,50150,7160,,93010,0,41620,2000,2,1119.03,35,49,1,ResidenceStreetAddress,1200,,E,3900,,S,,,,,SALT LAKE CITY,UT,84124,,,,,,,,,,,,,,,,,,1200,,E,3900,,S,,,,,SALT LAKE CITY,UT,84124,,,,,,,,,,,,1100-1200,,E,3900,,S,,,Millcreek,UT,84124,,,,,,,,,,Salt Lake City,Salt Lake,5991.39,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,176082813,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,470005,RUTLAND REGIONAL MEDICAL CENTER,160 ALLEN ST,RUTLAND,VT,5701,VT - Burlington,14,23755.07,13654,12533.42,888,USCGeocoder,109.3753,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,43.5982855,-72.9551186,Exact,TwoThousandTen,61225,,,61225,1,40860,1009,1,9633,21,50,1,ResidenceStreetAddress,160,,,ALLEN,ST,,,,,,RUTLAND,VT,5701,,,,,,,,,,,,,,,,,,160,,,ALLEN,ST,,,,,,RUTLAND,VT,5701,,,,,,,,,,,,160,,,ALLEN,ST,,,,RUTLAND CITY,VT,5701,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,291817,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,470012,SOUTHWESTERN VERMONT MEDICAL CENTER,100 HOSPITAL DRIVE,BENNINGTON,VT,5201,NY - Albany,11,21557.09,10958,9934.72,889,USCGeocoder,93.7603,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,42.8739784,-73.2073942,Exact,TwoThousandTen,4750,,,4825,1,13540,2004,2,9711,3,50,1,ResidenceStreetAddress,100,,,HOSPITAL,DR,,,,,,BENNINGTON,VT,5201,,,,,,,,,,,,,,,,,,100,,,HOSPITAL,DR,,,,,,BENNINGTON,VT,5201,,,,,,,,,,,,100,,,HOSPITAL,DR,,,,BENNINGTON,VT,5201,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,38002,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,490004,ROCKINGHAM MEMORIAL HOSPITAL,2010 HEALTH CAMPUS DRIVE,HARRISONBURG,VA,22801,VA - Charlottesville,13,19223.53,10943.53,10077.69,890,USCGeocoder,109.3736,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,110036.2807,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.40302702,-78.85648015,Relaxed,TwoThousandTen,,1540,,90736,0,25500,1002,1,117,165,51,1,ResidenceStreetAddress,2010,,,HEALTH CAMPUS,DR,,,,,,HARRISONBURG,VA,22801,,,,,,,,,,,,,,,,,,2010,,,HEALTH CAMPUS,DR,,,,,,HARRISONBURG,VA,22801,,,,,,,,,,,,2898-2300,,,Health Campus,Dr,,,,Central,VA,22801,,,,,,,,,,Central,Rockingham,110036.28,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,640984821,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,34,19802.91,10591.08,9194.29,891,USCGeocoder,249.9876,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,10532.98514,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,39.19794504,-78.19198185,Exact,TwoThousandTen,86720,,,,0,49020,1011,1,2.01,840,51,1,ResidenceStreetAddress,220,,,CAMPUS,BLVD,,STE,210,,,WINCHESTER,VA,22601,,,,,,,,,,,,,,,,,,220,,,CAMPUS,BLVD,,STE,210,,,WINCHESTER,VA,22601,,,,,,,,,,,,200-398,,,Campus,Blvd,,,,Winchester,VA,22601,,,,,,,,,,Winchester,Winchester,10532.99,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,55610070,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,490017,BON SECOURS MARYVIEW MEDICAL CENTER,3636 HIGH STREET,PORTSMOUTH,VA,23707,VA - Norfolk,13,32281.46,10401.46,9535.61,892,USCGeocoder,109.3791,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,36.8364971,-76.3476677,Exact,TwoThousandTen,64000,5720,,95123,0,47260,2020,2,2103,740,51,1,ResidenceStreetAddress,3636,,,HIGH,ST,,,,,,PORTSMOUTH,VA,23707,,,,,,,,,,,,,,,,,,3636,,,HIGH,ST,,,,,,PORTSMOUTH,VA,23707,,,,,,,,,,,,3636,,,HIGH,ST,,,,PORTSMOUTH,VA,23707,,,,,,,,,,,Portsmouth City,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2458972,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,490018,AUGUSTA HEALTH,78 MEDICAL CENTER DRIVE,FISHERSVILLE,VA,22939,VA - Charlottesville,12,28248.91,11761.5,8507.08,893,USCGeocoder,109.3543,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,16615.99359,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.09409707,-78.98536989,Exact,TwoThousandTen,27968,,,96271,1,44420,3074,3,706,15,51,1,ResidenceStreetAddress,78,,,MEDICAL CENTER,DR,,,,,,FISHERSVILLE,VA,22939,,,,,,,,,,,,,,,,,,78,,,MEDICAL CENTER,DR,,,,,,FISHERSVILLE,VA,22939,,,,,,,,,,,,98-2,,,Medical Center,Dr,,,,Fishersville,VA,22939,,,,,,,,,,Wayne,Augusta,16615.99,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,213454319,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,490021,CENTRA  HEALTH INC,1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,49,24888.14,9985.97,9090.87,894,USCGeocoder,109.3991,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,37.4136591,-79.1692556,Exact,TwoThousandTen,47672,4640,,94403,0,31340,2008,2,3,680,51,1,ResidenceStreetAddress,1920,,,ATHERHOLT,RD,,,,,,LYNCHBURG,VA,24501,,,,,,,,,,,,,,,,,,1920,,,ATHERHOLT,RD,,,,,,LYNCHBURG,VA,24501,,,,,,,,,,,,1920,,,ATHERHOLT,RD,,,,LYNCHBURG,VA,24501,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,402948,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,490022,MARY WASHINGTON HOSPITAL INC,1001 SAM PERRY BOULEVARD,FREDERICKSBURG,VA,22401,VA - Richmond,16,48173.31,15831.12,8513.12,895,USCGeocoder,125.0186,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2647.462969,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.30919722,-77.48294074,Exact,TwoThousandTen,29744,8872,47894,93651,0,47900,2040,2,2,630,51,1,ResidenceStreetAddress,1001,,,SAM PERRY,BLVD,,,,,,FREDERICKSBURG,VA,22401,,,,,,,,,,,,,,,,,,1001,,,SAM PERRY,BLVD,,,,,,FREDERICKSBURG,VA,22401,,,,,,,,,,,,1299-1001,,,Sam Perry,Blvd,,,,Fredericksburg,VA,22401,,,,,,,,,,Fredericksburg,Fredericksburg,2647.46,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,85037295,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,490024,CARILION ROANOKE MEMORIAL CENTER,1906 BELLEVIEW AVENUE SE,ROANOKE,VA,24014,VA - Roanoke,18,41329.61,12904.38,10384.33,896,USCGeocoder,78.2082,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,73785.27097,ArealInterpolationGeometricCentroid,Parcel,97.63313609,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,37.25128495,-79.94125397,Relaxed,TwoThousandTen,68000,6800,,95363,0,40220,1031,1,28,770,51,1,ResidenceStreetAddress,1906,,,BELLEVIEW,AVE,SE,,,,,ROANOKE,VA,24014,,,,,,,,,,,,,,,,,,1906,,,BELLEVIEW,AVE,SE,,,,,ROANOKE,VA,24014,,,,,,,,,,,,1906,,,Belleview,Ave,,,,Roanoke,VA,24014,,,,1838,,,,,,,ROANOKE CITY,73785.27,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,,,UniqueId,1445126,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,490040,INOVA ALEXANDRIA HOSPITAL,4320 SEMINARY RD,ALEXANDRIA,VA,22304,VA - Arlington,11,33566.09,10854,9933.63,897,USCGeocoder,93.777,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.8228879,-77.1048166,Exact,TwoThousandTen,1000,8872,47894,90020,0,47900,1004,1,2002.02,510,51,1,ResidenceStreetAddress,4320,,,SEMINARY,RD,,,,,,ALEXANDRIA,VA,22304,,,,,,,,,,,,,,,,,,4320,,,SEMINARY,RD,,,,,,ALEXANDRIA,VA,22304,,,,,,,,,,,,4320,,,SEMINARY,RD,,,,alexandria,VA,22304,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,231425,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,490043,INOVA LOUDOUN HOSPITAL,44045 RIVERSIDE PARKWAY,LEESBURG,VA,20176,VA - Arlington,11,25933.9,11230.09,8812,898,USCGeocoder,140.6393,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,8724.798635,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,39.07702552,-77.4782132,Relaxed,TwoThousandTen,44048,8872,47894,90488,0,47900,1025,1,6110.02,107,51,1,ResidenceStreetAddress,44045,,,RIVERSIDE,PKWY,,,,,,LEESBURG,VA,20176,,,,,,,,,,,,,,,,,,44045,,,RIVERSIDE,PKWY,,,,,,LEESBURG,VA,20176,,,,,,,,,,,,44001-44099,,,Riverside,Pkwy,,,,Lansdowne,VA,20176,,,,,,,,,,Ashburn,Loudoun,8724.8,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,62368373,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,490045,PRINCE WILLIAM HOSPITAL,8700 SUDLEY RD,MANASSAS,VA,20110,VA - Arlington,13,31872.3,10819,9783.92,899,USCGeocoder,156.2712,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3211.151566,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.76737016,-77.48493818,Exact,TwoThousandTen,48952,8872,47894,94474,0,47900,2004,2,9101,683,51,1,ResidenceStreetAddress,8700,,,SUDLEY,RD,,,,,,MANASSAS,VA,20110,,,,,,,,,,,,,,,,,,8700,,,SUDLEY,RD,,,,,,MANASSAS,VA,20110,,,,,,,,,,,,8700-8722,,,Sudley,Rd,,,,Manassas,VA,20110,,,,,,,,,,Manassas,Manassas,3211.15,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,76536281,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,490046,SENTARA LEIGH HOSPITAL,830 KEMPSVILLE ROAD,NORFOLK,VA,23502,VA - Norfolk,19,28539.73,11937.1,7152.05,900,USCGeocoder,109.3865,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,36.8501085,-76.1899848,Exact,TwoThousandTen,57000,5720,,94875,0,47260,1043,1,69.01,710,51,1,ResidenceStreetAddress,830,,,KEMPSVILLE,RD,,,,,,NORFOLK,VA,23502,,,,,,,,,,,,,,,,,,830,,,KEMPSVILLE,RD,,,,,,NORFOLK,VA,23502,,,,,,,,,,,,830,,,KEMPSVILLE,RD,,,,NORFOLK,VA,23502,,,,,,,,,,,Norfolk City,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2519373,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,490048,LEWISGALE MEDICAL CENTER,1900 ELECTRIC ROAD,SALEM,VA,24153,VA - Roanoke,25,54421.68,8899.84,7913.92,901,USCGeocoder,78.1449,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,37.2636877,-80.0313909,Relaxed,TwoThousandTen,70000,6800,,95547,0,40220,1016,1,105.01,775,51,1,ResidenceStreetAddress,1900,,,ELECTRIC,RD,,,,,,SALEM,VA,24153,,,,,,,,,,,,,,,,,,1900,,,ELECTRIC,RD,,,,,,SALEM,VA,24153,,,,,,,,,,,,1900,,,ELECTRIC,RD,,,,salem,VA,,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,666127,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,490050,VIRGINIA HOSPITAL CENTER - ARLINGTON,1701 NORTH GEORGE MASON DRIVE,ARLINGTON,VA,22205,VA - Arlington,14,30755.5,10977.85,10014.42,902,USCGeocoder,140.6413,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.8896024,-77.1281686,Exact,TwoThousandTen,3000,8872,47894,90072,0,47900,1021,1,1009,13,51,1,ResidenceStreetAddress,1701,,N,GEORGE MASON,DR,,,,,,ARLINGTON,VA,22205,,,,,,,,,,,,,,,,,,1701,,N,GEORGE MASON,DR,,,,,,ARLINGTON,VA,22205,,,,,,,,,,,,1701,,N,GEORGE MASON,DR,,,,Arlington,VA,22205,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,105115,,,,,,0,,,,,,
